genome,completeness,contamination,strain_heterogeneity,length,N50,centrality
chicken1_D22_maxbin.003.fasta.contigs.fa,2.53,0.22,27.27,635694,9635,0.0
chicken1_D22_maxbin.004.fasta.contigs.fa,92.62,0.67,0.0,2247563,90652,0.9988432544999999
chicken1_D22_maxbin.005.fasta.contigs.fa,63.16,30.14,52.63,3790995,105413,0.0
chicken1_D22_maxbin.007.fasta.contigs.fa,86.55,2.73,14.29,2883549,26114,0.995741726
chicken1_D22_maxbin.010.fasta_sub.contigs.fa,79.25,0.7,50.0,2100001,45399,0.9991628354545454
chicken1_D22_maxbin.011.fasta.contigs.fa,58.61,4.36,37.5,1960447,37098,0.0
chicken1_D22_maxbin.013.fasta.contigs.fa,81.87,44.75,20.0,2566634,15560,0.0
chicken1_D22_maxbin.014.fasta.contigs.fa,93.4,0.36,0.0,2530439,82854,0.9994421818181818
chicken1_D22_maxbin.015.fasta.contigs.fa,89.5,15.75,76.19,4081077,28895,0.99805023
chicken1_D22_maxbin.016.fasta.contigs.fa,97.38,0.19,0.0,3139641,172648,0.9998093060714286
chicken1_D22_maxbin.019.fasta.contigs.fa,57.41,3.79,54.17,1789043,49877,0.0
chicken1_D22_maxbin.021.fasta.contigs.fa,93.29,0.0,0.0,2517956,38601,0.9949100907142858
chicken1_D22_maxbin.022.fasta.contigs.fa,77.22,0.63,0.0,2418198,72709,0.998816901
chicken1_D22_maxbin.024.fasta.contigs.fa,91.61,6.46,0.0,4056285,85827,0.99676126
chicken1_D22_maxbin.025.fasta.contigs.fa,92.28,1.9,0.0,3900437,54935,0.9978978266666667
chicken1_D22_maxbin.026.fasta.contigs.fa,98.21,37.89,3.85,8205735,53760,0.0
chicken1_D22_maxbin.030.fasta.contigs.fa,77.55,17.18,51.9,3060214,15840,0.9875738000000001
chicken1_D22_maxbin.031.fasta.contigs.fa,50.22,10.76,0.0,2120714,7170,0.0
chicken1_D22_maxbin.032.fasta.contigs.fa,88.21,16.88,4.44,2501249,10151,0.9993375
chicken1_D22_maxbin.037.fasta.contigs.fa,93.96,17.13,17.86,4355708,7762,0.9957688
chicken1_D22_maxbin.038.fasta.contigs.fa,57.13,28.76,4.55,4167716,3416,0.0
chicken1_D22_maxbin.043.fasta_sub.contigs.fa,31.77,5.74,21.74,1659232,3209,0.0
chicken1_D22_metabat2.109.fa.contigs.fa,70.85,0.0,0.0,1675640,9732,0.9980503580000001
chicken1_D22_metabat2.14.fa.contigs.fa,12.93,0.0,0.0,200510,183629,0.0
chicken1_D22_metabat2.36.fa.contigs.fa,43.45,0.0,0.0,1419291,27085,0.0
chicken1_D23_maxbin.002.fasta.contigs.fa,93.54,4.99,0.0,2269948,80095,0.9985874261290321
chicken1_D23_maxbin.004.fasta.contigs.fa,11.12,0.19,0.0,1826918,18863,0.0
chicken1_D23_maxbin.005.fasta.contigs.fa,87.92,1.34,0.0,2215800,104197,0.9989342880000001
chicken1_D23_maxbin.006.fasta.contigs.fa,91.84,2.72,0.0,2341952,53747,0.9990256654545454
chicken1_D23_maxbin.007.fasta.contigs.fa,93.3,15.3,9.62,3439954,39350,0.99859044
chicken1_D23_maxbin.009.fasta.contigs.fa,50.63,0.63,0.0,2000185,128045,0.0
chicken1_D23_maxbin.010.fasta.contigs.fa,83.04,5.83,17.86,2662883,38050,0.995781604
chicken1_D23_maxbin.011.fasta.contigs.fa,91.42,7.91,52.63,2788172,30301,0.9964916157142857
chicken1_D23_maxbin.013.fasta.contigs.fa,94.15,6.43,0.0,3553879,64754,0.99908761
chicken1_D23_maxbin.014.fasta.contigs.fa,27.23,0.58,13.33,1746350,58590,0.0
chicken1_D23_maxbin.015.fasta.contigs.fa,86.56,0.88,16.67,2363596,28229,0.9988222806060606
chicken1_D23_maxbin.017.fasta.contigs.fa,97.75,70.8,0.28,7523728,254203,0.0
chicken1_D23_maxbin.019.fasta.contigs.fa,86.75,34.96,80.25,2953737,24300,0.0
chicken1_D23_maxbin.020.fasta.contigs.fa,79.23,0.05,0.0,1655762,83454,0.99962086
chicken1_D23_maxbin.021.fasta.contigs.fa,81.92,2.91,8.33,2943067,76183,0.9983495695
chicken1_D23_maxbin.022.fasta.contigs.fa,94.94,4.08,0.0,5157580,97324,0.0
chicken1_D23_maxbin.026.fasta_sub.contigs.fa,87.9,64.97,2.47,5286856,117735,0.0
chicken1_D23_maxbin.027.fasta_sub.contigs.fa,90.15,26.56,7.53,3817182,61492,0.0
chicken1_D23_maxbin.028.fasta.contigs.fa,14.94,15.44,1.77,4929502,5242,0.0
chicken1_D23_maxbin.029.fasta.contigs.fa,91.69,7.86,5.56,3453280,94354,0.9991231
chicken1_D23_maxbin.030.fasta.contigs.fa,77.43,1.42,0.0,2505533,45521,0.9997231
chicken1_D23_maxbin.031.fasta.contigs.fa,64.23,12.41,5.88,2354704,4811,0.0
chicken1_D23_maxbin.032.fasta.contigs.fa,78.74,19.75,10.0,1796968,4947,0.9993475566666666
chicken1_D23_maxbin.033.fasta.contigs.fa,88.1,9.59,6.9,2767561,8721,0.99755853
chicken1_D23_maxbin.034.fasta.contigs.fa,90.46,6.26,11.11,2393284,7330,0.9979303780000001
chicken1_D23_maxbin.035.fasta.contigs.fa,72.03,6.57,0.0,6089159,4191,0.9993085314285715
chicken1_D23_metabat2.107.fa.contigs.fa,9.4,0.0,0.0,221648,176825,0.0
chicken1_D23_metabat2.38.fa_sub.contigs.fa,24.56,0.0,0.0,711098,40276,0.0
chicken1_D24_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,4016710,215373,0.9998714186046511
chicken1_D24_maxbin.002.fasta.contigs.fa,90.98,1.05,38.46,4014525,22674,0.9942897183870968
chicken1_D24_maxbin.004.fasta.contigs.fa,90.48,1.59,0.0,2530368,98904,0.9982267177419356
chicken1_D24_maxbin.006.fasta.contigs.fa,97.32,2.68,0.0,2528625,102489,0.998974463
chicken1_D24_maxbin.007.fasta.contigs.fa,85.95,3.13,0.0,5346970,114895,0.9995818628571428
chicken1_D24_maxbin.008.fasta_sub.contigs.fa,85.44,1.42,0.0,3512802,91585,0.9983292836363638
chicken1_D24_maxbin.009.fasta.contigs.fa,77.34,0.89,0.0,1427447,59713,0.9999021834615385
chicken1_D24_maxbin.010.fasta.contigs.fa,83.0,2.68,0.0,2523035,95084,0.9998461859090909
chicken1_D24_maxbin.011.fasta.contigs.fa,88.88,10.55,54.84,2302802,25607,0.9964411
chicken1_D24_maxbin.013.fasta_sub.contigs.fa,58.5,4.03,11.11,1713880,41525,0.0
chicken1_D24_maxbin.014.fasta.contigs.fa,91.78,13.2,0.0,3795849,37916,0.9988279980952383
chicken1_D24_maxbin.015.fasta.contigs.fa,93.4,2.02,25.0,3002684,42497,0.9890247535000002
chicken1_D24_maxbin.016.fasta.contigs.fa,95.97,4.03,0.0,2590739,91092,0.99748055
chicken1_D24_maxbin.017.fasta.contigs.fa,91.22,6.92,59.09,3146284,62658,0.9971531373684211
chicken1_D24_maxbin.018.fasta.contigs.fa,90.27,4.25,15.38,2972144,48109,0.998407834
chicken1_D24_maxbin.019.fasta.contigs.fa,95.97,4.36,0.0,3750965,33863,0.9947265502380951
chicken1_D24_maxbin.020.fasta.contigs.fa,84.81,2.11,0.0,2637955,71931,0.9983512104999999
chicken1_D24_maxbin.021.fasta.contigs.fa,92.62,0.67,0.0,2435914,89833,0.9996724499999999
chicken1_D24_maxbin.022.fasta.contigs.fa,87.19,12.25,15.62,2776749,31068,0.996149092857143
chicken1_D24_maxbin.023.fasta.contigs.fa,81.63,2.72,25.0,1988602,98457,0.9994858789473685
chicken1_D24_maxbin.024.fasta.contigs.fa,94.94,0.0,0.0,2826963,80685,0.9970164260000001
chicken1_D24_maxbin.025.fasta.contigs.fa,92.28,0.69,0.0,2556293,67993,0.9994448921212122
chicken1_D24_maxbin.026.fasta.contigs.fa,63.15,2.27,16.67,2022183,30991,0.0
chicken1_D24_maxbin.030.fasta_sub.contigs.fa,63.2,3.4,0.0,1816387,30087,0.0
chicken1_D24_maxbin.032.fasta.contigs.fa,100.0,3.07,40.0,3542522,16053,0.9977495213333333
chicken1_D24_maxbin.034.fasta.contigs.fa,87.41,6.53,0.0,2019839,47061,0.9996643895833334
chicken1_D24_maxbin.039.fasta.contigs.fa,84.54,4.57,11.54,2848902,6523,0.9956899927777779
chicken1_D24_maxbin.042.fasta_sub.contigs.fa,93.1,10.58,79.17,2714113,11422,0.9997191596428573
chicken1_D24_maxbin.043.fasta.contigs.fa,61.67,22.6,16.9,5386700,2858,0.0
chicken1_D24_maxbin.044.fasta.contigs.fa,81.71,5.28,9.09,1950661,7153,0.9991238659999999
chicken1_D24_maxbin.045.fasta.contigs.fa,85.54,8.77,12.0,3068052,5869,0.9987528600000001
chicken1_D24_maxbin.057.fasta_sub.contigs.fa,67.81,3.65,0.0,1667792,3057,0.0
chicken1_D24_metabat2.103.fa.contigs.fa,13.92,0.0,0.0,304508,172389,0.0
chicken1_D24_metabat2.107.fa.contigs.fa,21.88,0.0,0.0,427897,127670,0.0
chicken1_D24_metabat2.12.fa.contigs.fa,19.24,0.0,0.0,276455,144018,0.0
chicken1_D24_metabat2.76.fa.contigs.fa,68.3,0.13,0.0,1809625,21600,0.0
chicken1_D24_metabat2.85.fa.contigs.fa,27.05,0.0,0.0,872034,50997,0.0
chicken1_D24_metabat2.90.fa_sub.contigs.fa,57.83,0.93,0.0,2741199,6661,0.0
chicken1_D25_maxbin.001.fasta.contigs.fa,97.84,0.0,0.0,3943424,219558,0.99987942
chicken1_D25_maxbin.002.fasta.contigs.fa,92.67,1.05,0.0,2309545,66269,0.99966471125
chicken1_D25_maxbin.003.fasta.contigs.fa,95.97,0.0,0.0,2888173,28976,0.9835727011904761
chicken1_D25_maxbin.004.fasta.contigs.fa,82.19,0.0,0.0,2473333,118488,0.998874004090909
chicken1_D25_maxbin.005.fasta.contigs.fa,98.4,2.07,28.57,5267454,30563,0.9943088667741935
chicken1_D25_maxbin.006.fasta_sub.contigs.fa,84.8,26.0,0.0,5369809,24770,0.0
chicken1_D25_maxbin.007.fasta_sub.contigs.fa,85.3,22.75,5.41,2575975,48942,0.0
chicken1_D25_maxbin.009.fasta.contigs.fa,75.78,6.0,0.0,3625399,2101,0.9993963807142857
chicken1_D25_metabat2.12.fa.contigs.fa,73.27,0.24,33.33,2450264,5973,0.9998789145454545
chicken1_D25_metabat2.17.fa.contigs.fa,19.15,0.0,0.0,541646,38699,0.0
chicken1_D25_metabat2.23.fa.contigs.fa,8.86,0.0,0.0,268629,144142,0.0
chicken1_D26_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3843182,205735,0.9999163272093023
chicken1_D26_maxbin.002.fasta.contigs.fa,92.67,0.0,0.0,2103190,65308,0.9998086912499999
chicken1_D26_maxbin.003.fasta.contigs.fa,93.06,0.0,0.0,2577969,26359,0.9845765707142856
chicken1_D26_maxbin.004.fasta.contigs.fa,72.51,1.61,0.0,2343845,118488,0.9988612272727273
chicken1_D26_maxbin.006.fasta.contigs.fa,97.87,3.31,20.0,5215161,42513,0.9937475229032258
chicken1_D26_maxbin.007.fasta.contigs.fa,99.25,0.25,0.0,2478507,36607,0.9967810811764707
chicken1_D26_maxbin.008.fasta.contigs.fa,100.0,0.1,0.0,4353227,109696,0.9998658640909089
chicken1_D26_maxbin.009.fasta.contigs.fa,98.28,9.62,5.0,3785324,55773,0.99562419
chicken1_D26_maxbin.010.fasta.contigs.fa,64.36,4.1,0.0,2217036,2251,0.0
chicken1_D26_maxbin.011.fasta.contigs.fa,42.27,6.61,0.0,2226490,1461,0.0
chicken1_D27_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3951563,224289,0.9999291823255814
chicken1_D27_maxbin.002.fasta.contigs.fa,94.52,1.16,42.86,4912816,22181,0.9942071516129032
chicken1_D27_maxbin.005.fasta.contigs.fa,95.86,1.61,0.0,4760848,66346,0.9995102214285714
chicken1_D27_maxbin.006.fasta.contigs.fa,97.32,0.67,0.0,2440760,96783,0.9989235429999999
chicken1_D27_maxbin.007.fasta.contigs.fa,95.69,6.82,46.67,3798097,73995,0.9971767315789473
chicken1_D27_maxbin.008.fasta.contigs.fa,96.61,6.28,0.0,3990140,89690,0.9990812709090909
chicken1_D27_maxbin.009.fasta.contigs.fa,95.3,5.37,0.0,3401658,66788,0.9970287237037037
chicken1_D27_maxbin.010.fasta.contigs.fa,53.96,2.01,0.0,1288536,87666,0.0
chicken1_D27_maxbin.011.fasta.contigs.fa,76.78,19.69,7.14,2057507,93610,0.9998821207692307
chicken1_D27_maxbin.012.fasta.contigs.fa,82.33,2.68,0.0,2445733,80180,0.9997694663636364
chicken1_D27_maxbin.013.fasta.contigs.fa,87.59,3.09,0.0,5699074,102100,0.9995685557142856
chicken1_D27_maxbin.014.fasta.contigs.fa,99.73,0.0,0.0,3904857,109696,0.9999114131818184
chicken1_D27_maxbin.015.fasta.contigs.fa,86.74,42.62,4.4,3161612,20566,0.0
chicken1_D27_maxbin.016.fasta.contigs.fa,94.34,0.61,0.0,2441605,40096,0.9972833845
chicken1_D27_maxbin.018.fasta.contigs.fa,91.11,1.34,0.0,3127510,50162,0.9990548876190476
chicken1_D27_maxbin.020.fasta.contigs.fa,84.94,11.68,61.29,3743242,6896,0.9841619057142859
chicken1_D27_maxbin.022.fasta_sub.contigs.fa,91.23,12.28,25.71,3427692,43960,0.9980000170000001
chicken1_D27_maxbin.023.fasta.contigs.fa,81.33,0.32,0.0,2556997,57101,0.9976285450000001
chicken1_D27_maxbin.024.fasta.contigs.fa,94.3,2.12,12.5,2652474,90182,0.9994939584848486
chicken1_D27_maxbin.025.fasta.contigs.fa,94.3,1.34,0.0,2569301,37139,0.9954418054761902
chicken1_D27_maxbin.026.fasta.contigs.fa,54.19,11.99,2.38,2186308,35921,0.0
chicken1_D27_maxbin.027.fasta.contigs.fa,80.95,2.04,80.0,1871588,70891,0.9989902757894736
chicken1_D27_maxbin.028.fasta.contigs.fa,91.96,1.4,0.0,2065903,122937,0.9996772104166666
chicken1_D27_maxbin.029.fasta.contigs.fa,85.61,4.93,37.5,2686392,76558,0.99916598
chicken1_D27_maxbin.030.fasta_sub.contigs.fa,26.34,3.48,18.75,1283453,23726,0.0
chicken1_D27_maxbin.031.fasta.contigs.fa,94.35,4.38,0.0,3215302,35781,0.9972439716666668
chicken1_D27_maxbin.034.fasta.contigs.fa,45.61,11.29,12.88,4205375,33534,0.0
chicken1_D27_maxbin.035.fasta.contigs.fa,81.03,15.71,41.51,2300684,14926,0.9902519000000001
chicken1_D27_maxbin.036.fasta.contigs.fa,91.81,9.36,6.9,4683789,31438,0.998392245
chicken1_D27_maxbin.037.fasta.contigs.fa,95.09,6.91,0.0,3573077,32131,0.9989062580000001
chicken1_D27_maxbin.040.fasta.contigs.fa,89.02,23.03,6.45,3581092,26514,0.0
chicken1_D27_maxbin.042.fasta.contigs.fa,94.34,8.12,18.75,2934854,8456,0.9972102933333332
chicken1_D27_maxbin.044.fasta_sub.contigs.fa,73.99,31.43,0.0,2741820,5002,0.0
chicken1_D27_maxbin.046.fasta.contigs.fa,98.31,2.69,0.0,2863986,13572,0.9997104646428572
chicken1_D27_maxbin.049.fasta.contigs.fa,84.36,3.47,0.0,2052304,8762,0.9992227610000002
chicken1_D27_maxbin.052.fasta.contigs.fa,71.71,20.21,1.64,4577580,3290,0.0
chicken1_D27_maxbin.058.fasta.contigs.fa,15.99,0.55,15.38,578066,2390,0.0
chicken1_D27_maxbin.062.fasta_sub.contigs.fa,44.02,27.56,6.96,4885265,2189,0.0
chicken1_D27_maxbin.064.fasta.contigs.fa,72.52,2.14,16.67,1924517,2629,0.9984985350000002
chicken1_D27_metabat2.137.fa.contigs.fa,49.37,0.63,0.0,1593242,12066,0.0
chicken1_D27_metabat2.167.fa.contigs.fa,9.4,0.0,0.0,320270,81140,0.0
chicken1_D27_metabat2.43.fa.contigs.fa,46.4,1.34,0.0,1490650,54139,0.0
chicken1_D27_metabat2.95.fa.contigs.fa,48.66,0.0,0.0,838558,39774,0.0
chicken1_D28_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3887809,195373,0.9998858644186046
chicken1_D28_maxbin.002.fasta.contigs.fa,97.38,0.12,0.0,3051164,240781,0.9998271867857144
chicken1_D28_maxbin.003.fasta.contigs.fa,98.95,0.89,15.38,5406499,76771,0.9940085883870968
chicken1_D28_maxbin.004.fasta.contigs.fa,91.16,0.23,0.0,2519428,84259,0.9983668674193548
chicken1_D28_maxbin.005.fasta.contigs.fa,60.34,6.9,0.0,2565489,34220,0.0
chicken1_D28_maxbin.006.fasta.contigs.fa,81.88,2.68,0.0,2318580,97557,0.9973734007407407
chicken1_D28_maxbin.007.fasta.contigs.fa,81.68,2.31,70.0,3321571,8380,0.9878610449999999
chicken1_D28_maxbin.008.fasta.contigs.fa,90.27,6.98,20.0,2238902,29837,0.9977998014999999
chicken1_D28_maxbin.009.fasta.contigs.fa,95.97,29.63,0.0,4197212,50333,0.0
chicken1_D28_maxbin.010.fasta.contigs.fa,75.81,0.0,0.0,1488684,49473,0.9994851936842104
chicken1_D28_maxbin.012.fasta.contigs.fa,87.23,5.38,4.55,2981009,131719,0.997606934
chicken1_D28_maxbin.013.fasta.contigs.fa,98.25,4.15,6.06,3543787,28608,0.9941562654761905
chicken1_D28_maxbin.014.fasta.contigs.fa,96.2,4.75,0.0,3139200,62220,0.9969642980000001
chicken1_D28_maxbin.015.fasta.contigs.fa,94.51,7.21,11.11,3285431,65300,0.9978005
chicken1_D28_maxbin.016.fasta_sub.contigs.fa,35.89,3.51,92.31,2425177,75513,0.0
chicken1_D28_maxbin.017.fasta_sub.contigs.fa,77.13,1.91,66.67,2410654,30375,0.9950198566666666
chicken1_D28_maxbin.018.fasta.contigs.fa,95.98,19.17,22.22,4148735,83170,0.9994747
chicken1_D28_maxbin.021.fasta.contigs.fa,77.34,2.24,0.0,1482762,59710,0.9999064115384615
chicken1_D28_maxbin.022.fasta.contigs.fa,72.07,5.16,45.45,1954501,20587,0.0
chicken1_D28_maxbin.023.fasta.contigs.fa,87.34,12.38,6.67,4197416,51606,0.9979069625000001
chicken1_D28_maxbin.024.fasta.contigs.fa,92.52,0.0,0.0,2947935,83880,0.9996107566666667
chicken1_D28_maxbin.025.fasta.contigs.fa,91.96,1.4,0.0,1948531,286531,0.9997652220833334
chicken1_D28_maxbin.029.fasta.contigs.fa,82.33,2.35,0.0,2433342,65608,0.9998225004545453
chicken1_D28_maxbin.030.fasta.contigs.fa,75.73,3.44,0.0,2146388,53463,0.9981857250000001
chicken1_D28_maxbin.032.fasta.contigs.fa,67.63,2.68,66.67,2111085,20894,0.0
chicken1_D28_maxbin.034.fasta_sub.contigs.fa,65.52,12.7,0.0,3286338,88923,0.0
chicken1_D28_maxbin.035.fasta.contigs.fa,93.4,4.38,0.0,2803985,33180,0.9973933804999999
chicken1_D28_maxbin.037.fasta.contigs.fa,89.89,72.28,15.23,4072347,18846,0.0
chicken1_D28_maxbin.038.fasta_sub.contigs.fa,75.86,32.46,13.04,3589788,24659,0.0
chicken1_D28_maxbin.040.fasta.contigs.fa,77.35,0.88,0.0,2343543,25603,0.9989903872727273
chicken1_D28_maxbin.041.fasta.contigs.fa,79.13,3.07,12.5,2727548,37408,0.9992487
chicken1_D28_maxbin.047.fasta.contigs.fa,92.71,3.28,8.7,2596789,5482,0.9964214794117647
chicken1_D28_maxbin.048.fasta.contigs.fa,90.94,36.08,3.09,3307338,13170,0.0
chicken1_D28_maxbin.055.fasta.contigs.fa,88.84,1.42,33.33,2594925,5634,0.9980534126666666
chicken1_D28_maxbin.061.fasta.contigs.fa,82.26,7.88,0.0,2061277,4399,0.9964268516666667
chicken1_D28_maxbin.062.fasta.contigs.fa,75.26,7.78,4.76,1955646,3108,0.9991258454999997
chicken1_D28_maxbin.066.fasta.contigs.fa,64.55,2.09,0.0,1663187,2925,0.0
chicken1_D28_maxbin.067.fasta.contigs.fa,5.43,0.0,0.0,662913,1990,0.0
chicken1_D28_maxbin.068.fasta.contigs.fa,63.89,4.15,16.67,1713851,2762,0.0
chicken1_D28_metabat2.130.fa.contigs.fa,10.14,0.07,0.0,506968,16413,0.0
chicken1_D28_metabat2.138.fa.contigs.fa,15.52,0.0,0.0,328255,100858,0.0
chicken1_D28_metabat2.195.fa.contigs.fa,23.01,0.0,0.0,699638,128101,0.0
chicken1_D28_metabat2.76.fa.contigs.fa,29.24,0.0,0.0,818870,496536,0.0
chicken1_D29_maxbin.002.fasta.contigs.fa,37.45,0.0,0.0,1159860,33564,0.0
chicken1_D29_maxbin.003.fasta.contigs.fa,85.37,0.91,0.0,2822383,86668,0.998203245483871
chicken1_D29_maxbin.005.fasta.contigs.fa,76.21,0.0,0.0,2173126,57833,0.9989870810526316
chicken1_D29_maxbin.006.fasta.contigs.fa,77.34,0.89,0.0,1385162,60555,0.9999082703846155
chicken1_D29_maxbin.007.fasta.contigs.fa,93.29,16.72,0.0,2555426,82411,0.9985195944999999
chicken1_D29_maxbin.009.fasta.contigs.fa,4.68,0.0,0.0,858353,9450,0.0
chicken1_D29_maxbin.011.fasta.contigs.fa,4.03,0.34,0.0,467801,29029,0.0
chicken1_D29_maxbin.012.fasta.contigs.fa,11.41,1.34,0.0,446520,43635,0.0
chicken1_D29_maxbin.014.fasta.contigs.fa,81.64,6.17,5.0,1978266,69838,0.9963653357142856
chicken1_D29_maxbin.016.fasta.contigs.fa,68.75,3.42,75.0,1720765,21565,0.0
chicken1_D29_maxbin.017.fasta.contigs.fa,94.83,19.87,37.21,3936944,64191,0.9964827063157895
chicken1_D29_maxbin.018.fasta.contigs.fa,91.05,1.48,0.0,2240412,81776,0.9991657158333332
chicken1_D29_maxbin.020.fasta.contigs.fa,87.25,1.34,0.0,2350343,91092,0.9975005177777779
chicken1_D29_maxbin.022.fasta.contigs.fa,93.96,0.0,0.0,2514624,38601,0.9954176711904762
chicken1_D29_maxbin.023.fasta.contigs.fa,68.35,3.06,0.0,3506070,77165,0.0
chicken1_D29_maxbin.026.fasta_sub.contigs.fa,63.9,0.68,0.0,1400915,36438,0.0
chicken1_D29_maxbin.028.fasta.contigs.fa,87.75,0.67,0.0,2674341,62124,0.9994675023809526
chicken1_D29_maxbin.029.fasta.contigs.fa,95.13,0.0,0.0,2712014,158725,0.9998396075
chicken1_D29_maxbin.030.fasta.contigs.fa,82.53,8.22,4.76,2279511,42302,0.9979452533333334
chicken1_D29_maxbin.031.fasta.contigs.fa,100.0,0.0,0.0,3960803,191493,0.9999279044186046
chicken1_D29_maxbin.032.fasta.contigs.fa,93.1,33.26,32.0,4574358,27372,0.0
chicken1_D29_maxbin.033.fasta.contigs.fa,91.28,1.49,0.0,3044007,71462,0.989824605
chicken1_D29_maxbin.034.fasta.contigs.fa,78.52,0.67,0.0,1967103,96367,0.999193652
chicken1_D29_maxbin.035.fasta.contigs.fa,89.68,18.88,0.0,3115502,40179,0.997439462777778
chicken1_D29_maxbin.036.fasta.contigs.fa,48.1,2.22,0.0,1535028,176150,0.0
chicken1_D29_maxbin.038.fasta.contigs.fa,93.29,4.02,0.0,2824687,54502,0.9992883642424242
chicken1_D29_maxbin.039.fasta_sub.contigs.fa,77.04,31.01,5.71,5390062,22737,0.0
chicken1_D29_maxbin.040.fasta.contigs.fa,95.25,53.24,4.7,5656138,17347,0.0
chicken1_D29_maxbin.042.fasta.contigs.fa,81.92,17.4,17.07,2370108,48490,0.9992194700000001
chicken1_D29_maxbin.043.fasta.contigs.fa,84.97,31.14,51.43,2928731,16310,0.0
chicken1_D29_maxbin.059.fasta.contigs.fa,93.01,2.57,17.24,4268371,6277,0.9926893480645161
chicken1_D29_maxbin.062.fasta.contigs.fa,59.53,1.79,31.58,2605529,2177,0.0
chicken1_D29_maxbin.064.fasta.contigs.fa,66.4,15.68,2.27,2569158,2129,0.0
chicken1_D29_maxbin.070.fasta.contigs.fa,69.21,22.79,0.0,2000903,2239,0.0
chicken1_D29_maxbin.074.fasta.contigs.fa,38.56,2.56,0.0,1165146,1590,0.0
chicken1_D29_metabat2.114.fa.contigs.fa,58.5,0.22,0.0,1182675,20499,0.0
chicken1_D29_metabat2.116.fa_sub.contigs.fa,46.11,1.75,100.0,1161300,12129,0.0
chicken1_D29_metabat2.133.fa.contigs.fa,34.59,0.0,0.0,1139351,73988,0.0
chicken1_D29_metabat2.134.fa.contigs.fa,9.84,0.0,0.0,428325,50915,0.0
chicken1_D29_metabat2.144.fa.contigs.fa,17.69,0.0,0.0,341575,183629,0.0
chicken1_D29_metabat2.164.fa.contigs.fa,15.38,0.0,0.0,338080,71308,0.0
chicken1_D29_metabat2.63.fa.contigs.fa,11.44,0.0,0.0,280866,20006,0.0
chicken1_D29_metabat2.82.fa.contigs.fa,39.4,0.0,0.0,1082193,12669,0.0
chicken1_D2_maxbin.002.fasta.contigs.fa,71.43,0.91,0.0,2040705,98904,0.9984700603225807
chicken1_D2_maxbin.003.fasta.contigs.fa,23.81,0.68,0.0,947538,95115,0.0
chicken1_D2_maxbin.004.fasta.contigs.fa,100.0,0.18,0.0,4153994,191493,0.9999232669767442
chicken1_D2_maxbin.005.fasta.contigs.fa,39.09,1.95,0.0,2192651,75384,0.0
chicken1_D2_maxbin.006.fasta.contigs.fa,74.65,1.57,0.0,2049782,102051,0.9996306887499999
chicken1_D2_maxbin.007.fasta.contigs.fa,55.97,3.8,30.0,1832112,64984,0.0
chicken1_D2_maxbin.008.fasta.contigs.fa,77.34,0.89,0.0,1387370,60555,0.9999208246153847
chicken1_D2_maxbin.009.fasta.contigs.fa,90.8,5.34,0.0,3778288,40737,0.9865178150000001
chicken1_D2_maxbin.010.fasta.contigs.fa,78.92,1.07,25.0,1987663,40885,0.9946899128571429
chicken1_D2_maxbin.013.fasta.contigs.fa,93.29,13.76,0.0,2481123,64488,0.9988918900000003
chicken1_D2_maxbin.014.fasta.contigs.fa,82.55,2.68,0.0,2548909,72058,0.999727818636364
chicken1_D2_maxbin.015.fasta.contigs.fa,95.3,2.01,0.0,2934449,41382,0.9953941914285716
chicken1_D2_maxbin.016.fasta.contigs.fa,12.75,0.67,0.0,1708645,13665,0.0
chicken1_D2_maxbin.017.fasta.contigs.fa,86.58,2.68,0.0,2199015,95980,0.9979991822222224
chicken1_D2_maxbin.018.fasta.contigs.fa,94.34,3.12,0.0,3029760,40933,0.9974107035000002
chicken1_D2_maxbin.020.fasta.contigs.fa,85.07,2.68,0.0,3084011,52411,0.9991743390476192
chicken1_D2_maxbin.021.fasta.contigs.fa,94.83,14.66,60.87,3619267,62506,0.9976653950000001
chicken1_D2_maxbin.022.fasta.contigs.fa,94.2,69.48,22.06,4064682,21273,0.0
chicken1_D2_maxbin.023.fasta.contigs.fa,72.15,12.66,0.0,3552776,70537,0.9990266272727273
chicken1_D2_maxbin.026.fasta.contigs.fa,85.03,1.7,25.0,2032826,83177,0.9992745810526318
chicken1_D2_maxbin.027.fasta.contigs.fa,91.05,1.17,0.0,2324644,78487,0.9993023033333334
chicken1_D2_maxbin.029.fasta.contigs.fa,83.39,7.27,42.86,2006817,12036,0.9920649990909092
chicken1_D2_maxbin.030.fasta.contigs.fa,92.62,1.72,0.0,2726705,56157,0.999383603939394
chicken1_D2_maxbin.031.fasta.contigs.fa,98.11,0.0,0.0,2563091,21730,0.9976453186666666
chicken1_D2_maxbin.032.fasta.contigs.fa,90.59,10.44,65.0,3383388,14328,0.9956986844444445
chicken1_D2_maxbin.034.fasta.contigs.fa,85.91,2.01,0.0,2254191,58700,0.9994781435
chicken1_D2_maxbin.038.fasta_sub.contigs.fa,81.12,13.33,0.0,2221449,64561,0.99942069
chicken1_D2_maxbin.039.fasta.contigs.fa,90.02,9.41,9.09,2838592,36165,0.9962845891666667
